source,translated,language
"translate to Marathi: Edit Profile ""%1""","प्रोफाइल ""% 1"" संपादीत करा",Marathi
translate to Marathi: Where is Tom's classroom?,टॉमचा वर्ग कुठे आहे?,Marathi
translate to Marathi: The doctor gave it to her.,ते तिला डॉक्टरने दिलं.,Marathi
translate to Marathi: Plasma Data Engine,डॉलिनसह उघडाComment,Marathi
translate to Marathi: He ran outside naked.,तो नागडा बाहेर पळत सुटला.,Marathi
translate to Marathi: Tom turned on the fan.,टॉमने फॅन चालू केला.,Marathi
translate to Marathi: Almost all the students like English.,जवळजवळ सर्व विद्यार्थींना इंग्रजी हा विषय आवडतो.,Marathi
translate to Marathi: The current script will be lost.,वर्तमान स्क्रीप्ट आढळणार नाही.,Marathi
translate to Marathi: The human race has one really effective weapon and that is laughter.,"मानव जातीकडे फक्त एकच परिणामकारक हत्यार आहे, व ते म्हणजे हास्य.",Marathi
translate to Marathi: Could not initialize OpenGL,OpenGL प्रारंभ करू शकले नाही,Marathi
translate to Marathi: OpenPGP Key Search,OpenPGP किल्ली शोधQuery,Marathi
translate to Marathi: CPU,CPU,Marathi
translate to Marathi: Scanner controller,CardBus नियंत्रण,Marathi
translate to Marathi: Mr Nakamura is at home.,नाकामुरा साहेब घरी आहेत.,Marathi
translate to Marathi: Tom's company imports tea from India.,टॉमची कंपनी भारतापासून चहा आयात करते.,Marathi
translate to Marathi: Is she beautiful?,त्या सुंदर आहेत का?,Marathi
translate to Marathi: D2 support,D2 समर्थन,Marathi
translate to Marathi: Ido,इदोName,Marathi
translate to Marathi: I wasn't listening to the radio.,मी रेडिओ ऐकत नव्हतो.,Marathi
translate to Marathi: & Next Page,पुढील पान (N),Marathi
translate to Marathi: This is a watch made in Japan.,हे जपानमध्ये बनवलेलं घड्याळ आहे.,Marathi
translate to Marathi: My sweater is purple.,माझं स्वेटर जांभळं आहे.,Marathi
translate to Marathi: The location you chose to store the image on does not have enough free space for the disc image,प्रतिमा साठवण्यासाठी नीवडलेल्या ठिकाणावर अतिरीक्त रिकामी जागा डिस्क प्रतिमासाठी उपलब्ध नाही,Marathi
translate to Marathi: the eight of spades,इस्पिकची अठ्ठी,Marathi
translate to Marathi: Sachiko is more popular than Judy.,साचिको जुडीपेक्षा जास्त लोकप्रिय आहे.,Marathi
translate to Marathi: Paste Clipboard Contents...,@ action: inmenu,Marathi
translate to Marathi: I won't take very long.,जास्त वेळ लागणार नाही.,Marathi
translate to Marathi: I can't get this open.,मला हे उघडता येत नाहीये.,Marathi
"translate to Marathi: (c) 2001 Red Hat, Inc.","(c) 2001 Red Hat, Inc.",Marathi
translate to Marathi: You aren't ready.,तू तयार नाहीयेस.,Marathi
translate to Marathi: _Discard Project,प्रकल्प वगळा (_D),Marathi
translate to Marathi: & Main Toolbar,मुख्य साधनपट्टी (M),Marathi
translate to Marathi: I have a big dog.,माझ्याकडे मोठा कुत्रा आहे.,Marathi
translate to Marathi: Hebrew is a difficult language.,हिब्रू ही कठीण भाषा आहे.,Marathi
translate to Marathi: The capital of Mexico is the largest city in Latin America.,मेक्सिकोची राजधानी हे लॅटिन अमेरिकेतील सर्वात मोठं शहर आहे.,Marathi
translate to Marathi: Mary came in.,मेरी आत आल्या.,Marathi
translate to Marathi: Control Pictures,चित्रांवर नियंत्रण कराKCharselect unicode block name,Marathi
translate to Marathi: Those flowers have died.,ती फुलं मेलेली आहेत.,Marathi
translate to Marathi: Return cards to stock,पत्ते परत भंडारात पाठवा,Marathi
translate to Marathi: (Next boot: %1),(पुढिल बूट:% 1),Marathi
translate to Marathi: Batman is friends with Robin.,बॅटमॅनची रॉबिनशी मैत्री आहे.,Marathi
translate to Marathi: Bosnia and Herzegovina,बोस्निया व हर्जेगोविनाName,Marathi
translate to Marathi: No SCSI devices found.,SCSI साधन आढळले नाही.,Marathi
translate to Marathi: Desktop Grid,डेस्कटॉप ग्रिडComment,Marathi
translate to Marathi: Begin!,सुरू करा!,Marathi
translate to Marathi: What does he want?,त्याला काय हवं आहे?,Marathi
translate to Marathi: Have you been happy in Portugal?,तुम्ही पोर्तुगलमध्ये खूष राहिला आहात का?,Marathi
translate to Marathi: She is helping him.,ती त्याची मदत करतेय.,Marathi
translate to Marathi: Command '%1 'not found.,आदेश '% 1' आढळले नाही.,Marathi
translate to Marathi: You didn't write anything.,तू काहीही लिहिलं नाहीस.,Marathi
translate to Marathi: suspend,सस्पेंडNote this is a KRunner keyword,Marathi
"translate to Marathi: You recognized Tom, didn't you?","तुम्ही टॉमला ओळखलंत, नाही का?",Marathi
translate to Marathi: There's no but about it!,"ह्यात काही ""पण"" नाहीये!",Marathi
